20200616164708.488266,65,7,0
20200616164708.488320,70,8,0
20200616164708.488341,47,8,0
20200616164708.488358,28,7,0
20200616164708.488374,62,6,0
20200616164708.488391,81,6,0
20200616164708.488406,44,1,0
20200616164708.488423,31,2,0
20200616164708.488439,4,9,0
20200616164708.488455,49,6,0
20200616164708.488471,84,2,0
20200616164708.488487,54,7,0
20200616164708.488540,51,9,0
20200616164708.488581,12,6,0
20200616164708.488602,11,2,0
20200616164708.488620,47,5,1
20200616164708.488636,32,1,0
20200616164708.488652,96,5,0
20200616164708.488669,32,9,1
20200616164708.488685,54,8,0
20200616164708.488701,21,2,0
20200616164708.488717,13,6,0
20200616164708.488733,58,1,0
20200616164708.488749,9,4,1
20200616164708.488765,10,6,0
20200616164708.488781,78,5,0
20200616164708.488798,99,6,0
20200616164708.488814,68,9,0
20200616164708.488830,50,6,0
20200616164708.488846,49,3,0
20200616164708.488861,22,2,0
20200616164708.488877,33,1,0
20200616164708.488893,23,1,0
20200616164708.488909,36,5,0
20200616164708.488926,87,2,0
20200616164708.488942,61,2,0
20200616164708.488958,59,6,0
20200616164708.488973,39,4,0
20200616164708.488989,58,7,0
20200616164708.489006,87,3,0
20200616164708.489021,22,2,0
20200616164708.489037,82,4,0
20200616164708.489053,29,1,1
20200616164708.489069,1,2,0
20200616164708.489085,43,3,0
20200616164708.489101,45,9,0
20200616164708.489117,34,2,0
20200616164708.489133,92,2,0
20200616164708.489149,33,7,0
20200616164708.489165,24,8,0
20200616164708.489181,70,2,0
20200616164708.489197,55,2,0
20200616164708.489213,26,4,0
20200616164708.489230,88,7,0
20200616164708.489246,48,9,0
20200616164708.489262,79,6,1
20200616164708.489277,57,3,0
20200616164708.489293,3,7,0
20200616164708.489309,6,7,0
20200616164708.489326,48,1,1
20200616164708.489342,69,8,0
20200616164708.489358,67,7,0
20200616164708.489374,35,4,1
20200616164708.489390,44,7,0
20200616164708.489406,92,9,1
20200616164708.489422,7,2,0
20200616164708.489438,59,5,0
20200616164708.489454,91,3,0
20200616164708.489470,55,9,0
20200616164708.489486,88,5,0
20200616164708.489502,29,1,0
20200616164708.489518,97,6,0
20200616164708.489534,50,5,1
20200616164708.489550,43,5,0
20200616164708.489566,24,8,0
20200616164708.489582,22,4,0
20200616164708.489597,85,8,0
20200616164708.489613,80,7,0
20200616164708.489629,92,1,0
20200616164708.489645,70,4,0
20200616164708.489661,26,1,0
20200616164708.489676,18,3,0
20200616164708.489691,7,1,0
20200616164708.489707,91,1,0
20200616164708.489723,87,6,1
20200616164708.489739,4,3,0
20200616164708.489754,85,4,0
20200616164708.489770,77,7,0
20200616164708.489785,9,4,0
20200616164708.489803,52,2,1
20200616164708.489819,66,4,0
20200616164708.489835,68,6,0
20200616164708.489850,64,9,0
20200616164708.489866,84,7,0
20200616164708.489882,39,5,0
20200616164708.489898,78,3,0
20200616164708.489914,25,2,0
20200616164708.489930,65,5,0
20200616164708.489945,88,2,0
20200616164708.489961,11,6,0
20200616164708.489976,50,3,0
20200616164708.489992,86,9,0
20200616164708.490008,83,8,0
20200616164708.490023,46,1,0
20200616164708.490039,1,1,0
20200616164708.490055,91,8,0
20200616164708.490071,10,5,0
20200616164708.490088,93,2,0
20200616164708.490103,69,2,0
20200616164708.490119,49,5,0
20200616164708.490134,43,3,0
20200616164708.490150,82,4,0
20200616164708.490166,16,3,0
20200616164708.490182,22,4,0
20200616164708.490197,1,7,0
20200616164708.490216,43,1,0
20200616164708.490231,15,7,0
20200616164708.490246,88,3,0
20200616164708.490263,6,5,0
20200616164708.490278,43,7,1
20200616164708.490294,84,2,0
20200616164708.490310,23,7,1
20200616164708.490326,49,9,1
20200616164708.490341,21,8,0
20200616164708.490357,24,9,0
20200616164708.490373,41,5,0
20200616164708.490389,94,9,0
20200616164708.490407,93,5,0
20200616164708.490423,86,1,0
20200616164708.490439,24,1,0
20200616164708.490454,96,8,0
20200616164708.490471,36,9,0
20200616164708.490486,91,2,0
20200616164708.490502,91,9,0
20200616164708.490518,62,1,1
20200616164708.490534,46,1,0
20200616164708.490550,54,8,0
20200616164708.490565,57,1,0
20200616164708.490580,36,3,0
20200616164708.490596,79,6,0
20200616164708.490611,71,2,0
20200616164708.490627,80,8,0
20200616164708.490644,35,7,1
20200616164708.490659,36,5,0
20200616164708.490675,29,6,1
20200616164708.490691,16,1,0
20200616164708.490707,12,2,0
20200616164708.490723,65,2,0
20200616164708.490739,32,8,0
20200616164708.490756,65,6,0
20200616164708.490771,96,2,0
20200616164708.490787,2,8,0
20200616164708.490803,71,3,0
20200616164708.490819,9,2,0
20200616164708.490834,64,3,0
20200616164708.490851,30,2,1
20200616164708.490866,78,8,0
20200616164708.490882,47,7,0
20200616164708.490898,41,1,0
20200616164708.490914,26,8,0
20200616164708.490929,4,1,0
20200616164708.490945,85,5,0
20200616164708.490961,56,9,0
20200616164708.490977,31,8,0
20200616164708.490992,96,4,0
20200616164708.491008,72,6,0
20200616164708.491024,45,5,0
20200616164708.491040,75,1,1
20200616164708.491055,88,7,0
20200616164708.491071,2,8,0
20200616164708.491086,3,1,0
20200616164708.491102,14,4,0
20200616164708.491117,48,2,0
20200616164708.491133,73,9,1
20200616164708.491149,1,6,0
20200616164708.491165,30,7,0
20200616164708.491181,61,7,0
20200616164708.491197,64,1,0
20200616164708.491213,14,7,0
20200616164708.491230,28,3,0
20200616164708.491245,60,7,0
20200616164708.491261,78,8,0
20200616164708.491277,59,7,0
20200616164708.491294,40,9,0
20200616164708.491310,57,7,0
20200616164708.491327,26,7,0
20200616164708.491343,47,7,0
20200616164708.491358,32,5,1
20200616164708.491374,28,5,0
20200616164708.491390,42,5,0
20200616164708.491405,59,5,0
20200616164708.491421,96,9,0
20200616164708.491437,77,7,0
20200616164708.491453,77,2,0
20200616164708.491468,85,9,0
20200616164708.491484,58,2,0
20200616164708.491508,79,5,0
20200616164708.491525,68,8,1
20200616164708.491541,7,2,0
20200616164708.491557,31,8,0
20200616164708.491573,81,5,0
20200616164708.491589,35,5,0
20200616164708.491605,18,6,0
20200616164708.491620,63,8,0
20200616164708.491636,35,9,0
20200616164708.491653,50,9,0
20200616164708.491669,38,9,0
20200616164708.491685,39,9,0
20200616164708.491702,14,6,0
20200616164708.491718,39,2,0
20200616164708.491734,52,7,0
20200616164708.491751,29,8,0
20200616164708.491766,3,1,0
20200616164708.491782,75,1,0
20200616164708.491798,40,6,0
20200616164708.491815,11,8,0
20200616164708.491831,77,5,0
20200616164708.491847,57,6,0
20200616164708.491863,50,1,0
20200616164708.491879,81,9,1
20200616164708.491894,42,5,0
20200616164708.491911,52,2,0
20200616164708.491927,24,6,0
20200616164708.491943,20,7,0
20200616164708.491959,35,1,0
20200616164708.491975,10,5,0
20200616164708.491991,7,6,0
20200616164708.492008,48,1,0
20200616164708.492024,90,5,0
20200616164708.492040,13,5,1
20200616164708.492056,65,6,0
20200616164708.492072,33,7,0
20200616164708.492088,48,2,0
20200616164708.492106,52,7,0
20200616164708.492122,3,4,0
20200616164708.492138,39,9,0
20200616164708.492154,98,5,0
20200616164708.492170,29,3,0
20200616164708.492186,91,5,0
20200616164708.492203,36,1,0
20200616164708.492219,26,3,0
20200616164708.492234,64,9,0
20200616164708.492251,7,1,0
20200616164708.492267,96,7,0
20200616164708.492282,33,1,0
20200616164708.492299,1,9,0
20200616164708.492314,99,2,0
20200616164708.492331,99,1,0
20200616164708.492346,84,2,0
20200616164708.492362,48,4,0
20200616164708.492379,32,2,1
20200616164708.492395,15,3,1
20200616164708.492411,1,2,0
20200616164708.492427,54,9,1
20200616164708.492443,60,1,0
20200616164708.492459,14,4,0
20200616164708.492475,42,4,0
20200616164708.492491,13,5,0
20200616164708.492507,76,1,0
20200616164708.492548,37,5,0
20200616164708.492569,69,2,0
20200616164708.492586,11,3,0
20200616164708.492602,76,8,0
20200616164708.492618,88,8,0
20200616164708.492634,41,4,0
20200616164708.492650,21,4,0
20200616164708.492666,22,2,0
20200616164708.492682,35,3,0
20200616164708.492699,81,5,0
20200616164708.492714,57,9,0
20200616164708.492731,1,9,0
20200616164708.492748,71,5,0
20200616164708.492763,86,6,0
20200616164708.492779,48,2,0
20200616164708.492796,80,4,0
20200616164708.492812,71,7,0
20200616164708.492828,96,1,0
20200616164708.492844,72,3,0
20200616164708.492860,31,5,0
20200616164708.492876,54,3,0
20200616164708.492892,95,4,0
20200616164708.492908,81,3,0
20200616164708.492924,29,7,0
20200616164708.492940,47,9,0
20200616164708.493059,25,5,0
20200616164708.493084,18,3,0
20200616164708.493101,43,2,0
20200616164708.493117,10,7,0
20200616164708.493133,99,8,0
20200616164708.493149,11,7,0
20200616164708.493165,56,8,0
20200616164708.493182,27,9,0
20200616164708.493197,89,2,1
20200616164708.493214,43,8,0
20200616164708.493231,72,8,0
20200616164708.493247,1,9,0
20200616164708.493263,52,7,1
20200616164708.493279,30,2,0
20200616164708.493296,98,6,1
20200616164708.493312,26,3,0
20200616164708.493328,78,6,0
20200616164708.493345,76,2,0
20200616164708.493361,1,2,0
20200616164708.493377,68,6,1
20200616164708.493392,59,5,1
20200616164708.493408,96,6,0
20200616164708.493425,63,2,0
20200616164708.493441,11,8,0
20200616164708.493456,96,2,0
20200616164708.493472,47,4,0
20200616164708.493488,20,9,0
20200616164708.493505,38,9,0
20200616164708.493521,17,5,0
20200616164708.493537,55,3,0
20200616164708.493553,63,9,0
20200616164708.493570,70,2,0
20200616164708.493586,20,6,0
20200616164708.493602,91,6,0
20200616164708.493617,38,6,0
20200616164708.493634,35,8,0
20200616164708.493650,58,4,0
20200616164708.493666,60,8,0
20200616164708.493682,68,4,0
20200616164708.493699,7,3,0
20200616164708.493715,49,4,0
20200616164708.493730,58,8,0
20200616164708.493746,90,6,0
20200616164708.493762,33,1,0
20200616164708.493779,90,3,1
20200616164708.493795,89,3,0
20200616164708.493811,90,3,0
20200616164708.493828,75,4,0
20200616164708.493843,87,9,0
20200616164708.493859,98,8,1
20200616164708.493875,87,7,0
20200616164708.493891,89,3,0
20200616164708.493907,11,3,0
20200616164708.493923,71,5,0
20200616164708.493939,5,6,0
20200616164708.493955,7,5,0
20200616164708.493971,93,7,0
20200616164708.493987,65,3,1
20200616164708.494003,55,4,0
20200616164708.494020,91,1,0
20200616164708.494036,11,1,0
20200616164708.494053,37,6,0
20200616164708.494069,50,5,0
20200616164708.494085,63,5,0
20200616164708.494101,96,5,0
20200616164708.494117,76,3,0
20200616164708.494133,42,9,0
20200616164708.494149,67,6,0
20200616164708.494165,8,9,0
20200616164708.494181,15,3,0
20200616164708.494198,1,2,0
20200616164708.494214,81,9,0
20200616164708.494230,16,7,0
20200616164708.494246,41,9,0
20200616164708.494262,34,1,0
20200616164708.494278,12,1,0
20200616164708.494295,53,5,0
20200616164708.494310,23,3,0
20200616164708.494327,94,7,0
20200616164708.494342,38,9,0
20200616164708.494358,73,5,1
20200616164708.494375,60,1,1
20200616164708.494390,35,7,0
20200616164708.494407,21,9,0
20200616164708.494422,21,6,0
20200616164708.494438,44,9,0
20200616164708.494455,70,8,0
20200616164708.494470,81,1,0
20200616164708.494487,64,1,0
20200616164708.494512,19,3,0
20200616164708.494531,41,7,0
20200616164708.494547,65,7,0
20200616164708.494563,83,9,1
20200616164708.494580,43,1,0
20200616164708.494596,45,2,0
20200616164708.494612,33,3,0
20200616164708.494628,47,4,0
20200616164708.494644,90,5,0
20200616164708.494661,65,7,0
20200616164708.494677,7,2,0
20200616164708.494694,27,9,0
20200616164708.494710,93,5,0
20200616164708.494726,17,3,0
20200616164708.494741,2,9,0
20200616164708.494758,42,1,0
20200616164708.494774,72,9,0
20200616164708.494790,6,5,0
20200616164708.494806,83,5,0
20200616164708.494823,50,4,0
20200616164708.494838,9,7,0
20200616164708.494855,9,4,0
20200616164708.494871,59,8,0
20200616164708.494887,40,3,1
20200616164708.494903,1,4,0
20200616164708.494919,77,7,0
20200616164708.494935,65,6,0
20200616164708.494951,80,9,0
20200616164708.494967,74,3,0
20200616164708.494984,10,6,0
20200616164708.495000,76,2,0
20200616164708.495016,76,2,0
20200616164708.495032,72,6,0
20200616164708.495048,91,7,0
20200616164708.495063,53,3,0
20200616164708.495080,53,4,0
20200616164708.495095,93,1,0
20200616164708.495111,75,5,0
20200616164708.495128,8,3,0
20200616164708.495144,57,8,0
20200616164708.495162,65,7,0
20200616164708.495178,11,3,0
20200616164708.495193,18,9,0
20200616164708.495210,91,3,0
20200616164708.495226,99,4,0
20200616164708.495242,52,6,0
20200616164708.495258,4,4,0
20200616164708.495274,49,3,0
20200616164708.495290,90,6,0
20200616164708.495306,21,1,0
20200616164708.495322,87,8,0
20200616164708.495338,94,4,0
20200616164708.495355,3,8,0
20200616164708.495372,6,1,0
20200616164708.495388,10,5,0
20200616164708.495404,98,6,0
20200616164708.495420,76,9,1
20200616164708.495435,75,5,0
20200616164708.495451,72,1,0
20200616164708.495468,73,3,0
20200616164708.495484,61,7,0
20200616164708.495500,36,4,0
20200616164708.495516,77,1,0
20200616164708.495532,33,4,0
20200616164708.495548,89,9,0
20200616164708.495564,50,9,0
20200616164708.495580,1,8,1
20200616164708.495596,33,8,0
20200616164708.495612,15,3,0
20200616164708.495628,80,4,0
20200616164708.495643,18,8,0
20200616164708.495659,82,3,0
20200616164708.495675,48,5,0
20200616164708.495691,8,9,0
20200616164708.495707,3,7,0
20200616164708.495723,12,7,0
20200616164708.495738,4,1,0
20200616164708.495754,53,9,1
20200616164708.495770,37,1,1
20200616164708.495786,59,5,0
20200616164708.495803,4,4,0
20200616164708.495819,28,7,0
20200616164708.495835,39,3,0
20200616164708.495852,30,1,0
20200616164708.495867,80,2,0
20200616164708.495884,88,6,0
20200616164708.495900,51,5,0
20200616164708.495917,70,9,0
20200616164708.495933,31,8,0
20200616164708.495949,55,4,1
20200616164708.495965,82,7,0
20200616164708.495981,26,4,0
20200616164708.495996,85,8,1
20200616164708.496012,17,2,0
20200616164708.496028,71,7,0
20200616164708.496044,64,1,1
20200616164708.496060,89,7,0
20200616164708.496077,10,8,0
20200616164708.496093,17,9,0
20200616164708.496109,3,6,0
20200616164708.496126,47,4,0
20200616164708.496142,91,3,0
20200616164708.496158,10,6,0
20200616164708.496174,83,8,0
20200616164708.496190,81,9,0
20200616164708.496206,27,1,0
20200616164708.496221,11,1,0
20200616164708.496237,84,1,0
20200616164708.496253,57,1,1
20200616164708.496269,72,6,0
20200616164708.496285,41,6,0
20200616164708.496301,86,2,0
20200616164708.496317,34,9,0
20200616164708.496333,13,3,0
20200616164708.496348,88,4,0
20200616164708.496364,63,1,0
20200616164708.496380,23,7,1
20200616164708.496397,81,5,0
20200616164708.496413,13,4,0
20200616164708.496429,15,9,0
20200616164708.496444,9,1,1
20200616164708.496460,23,2,0
20200616164708.496476,72,8,0
20200616164708.496493,24,5,0
20200616164708.496508,11,8,0
20200616164708.496570,49,8,0
20200616164708.496596,42,2,0
20200616164708.496613,32,9,0
20200616164708.496630,65,8,0
20200616164708.496646,69,3,1
20200616164708.496663,54,8,0
20200616164708.496679,8,5,1
20200616164708.496695,58,6,0
20200616164708.496712,27,5,0
20200616164708.496727,21,3,0
20200616164708.496744,48,1,0
20200616164708.496760,53,9,0
20200616164708.496777,78,2,0
20200616164708.496793,26,6,0
20200616164708.496810,45,8,0
20200616164708.496825,71,8,0
20200616164708.496841,61,2,0
20200616164708.496857,78,9,0
20200616164708.496873,59,3,0
